lor_nr,lor_name,bezirk,prognoseraum,bezirksregion,wert,rang,schicht,dezwert,kind_wand,arb_los,alg_eins,hartz4,jug_hartz4,grundsich,alt_arm,,fruehtod,raucher_krebs,,,
08010118,Silbersteinstraße,Neukölln,Neukölln,Schillerpromenade,"-2,0522",408,7,"97,8","-1,61","19,85","1,71","18,14","11,89","1,49","10,35",,"0,108","0,039",,,
08010211,Flughafenstraße,Neukölln,Neukölln,Neuköllner Mitte / Zentrum,"-1,8391",393,7,"94,2","-7,78","18,22","2,12","16,11","12,05","0,85","14,22",,"0,091","0,028",,,
08010212,Rollberg,Neukölln,Neukölln,Neuköllner Mitte / Zentrum,"-2,5059",417,7,"100,0","1,91","19,34","1,90","17,45","9,92","1,87","17,30",,"0,127","0,069",,,
08010213,Körnerpark,Neukölln,Neukölln,Neuköllner Mitte / Zentrum,"-2,0257",405,7,"97,1","-6,26","18,99","2,06","16,92","11,17","1,00","11,89",,"0,117","0,048",,,
08010214,Glasower Straße,Neukölln,Neukölln,Neuköllner Mitte / Zentrum,"-2,1192",410,7,"98,3","-3,23","18,98","1,81","17,17","9,44","0,99","6,72",,"0,136","0,082",,,
08010301,Reuterkiez,Neukölln,Neukölln,Reuterstraße,"-1,3222",370,7,"88,7","-6,10","15,44","2,04","13,40","9,91","0,79","9,89",,"0,092","0,047",,,
08010302,Bouchéstraße,Neukölln,Neukölln,Reuterstraße,"-1,2536",367,7,"88,0","-2,98","16,44","2,44","14,00","9,43","0,86","4,93",,"0,090","0,063",,,
08010303,Donaustraße,Neukölln,Neukölln,Reuterstraße,"-2,0471",407,7,"97,6","-13,56","18,21","2,01","16,20","10,53","1,26","13,51",,"0,109","0,040",,,
08010404,Rixdorf,Neukölln,Neukölln,Rixdorf,"-1,7939",391,7,"93,8","-5,31","18,04","2,15","15,89","11,57","1,04","10,08",,"0,092","0,049",,,
08010405,Hertzbergplatz,Neukölln,Neukölln,Rixdorf,"-1,3274",371,7,"89,0","-4,79","16,28","2,05","14,23","9,90","0,63","7,61",,"0,102","0,037",,,
08010406,Treptower Straße Nord,Neukölln,Neukölln,Rixdorf,"-2,3537",416,7,"99,8","-3,38","21,34","2,03","19,31","14,71","1,73","8,21",,"0,130","0,050",,,
08010407,Gewerbegebiet Ederstraße,Neukölln,Neukölln,Rixdorf,x,x,x,x,x,x,x,x,x,x,x,,x,x,,,
08010508,Weiße Siedlung,Neukölln,Neukölln,Weiße Siedlung,"-1,6521",387,7,"92,8","-4,86","18,30","2,13","16,17","9,58","1,28","8,46",,"0,124","0,036",,,
08010509,Schulenburgpark,Neukölln,Neukölln,Weiße Siedlung,"-1,8457",394,7,"94,5","-4,26","19,68","1,97","17,71","9,93","1,40","7,50",,"0,080","0,043",,,
08010510,Gewerbegeb. Köllnische Heide,Neukölln,Neukölln,Weiße Siedlung,x,x,x,x,x,x,x,x,x,x,x,,x,x,,,
08020619,Buschkrugallee Nord,Neukölln,Britz / Buckow,Britz,"-1,2294",366,7,"87,8","-1,58","15,05","2,25","12,80","10,92","1,43","5,97",,"0,095","0,055",,,
08020620,Tempelhofer Weg,Neukölln,Britz / Buckow,Britz,"-0,8513",325,6,"77,9","0,26","14,19","2,37","11,82","6,89","1,19","4,74",,"0,102","0,054",,,
08020621,Mohriner Allee Nord,Neukölln,Britz / Buckow,Britz,"1,4013",36,1,"8,6","-8,24","3,58","2,18","1,40","1,48","0,13","0,31",,"0,045","0,024",,,
08020622,Parchimer Allee,Neukölln,Britz / Buckow,Britz,"-0,0714",234,4,"56,1","-4,43","10,59","2,71","7,88","6,95","0,62","4,41",,"0,069","0,041",,,
08020623,Ortolanweg,Neukölln,Britz / Buckow,Britz,"-0,0972",239,5,"57,3","4,00","8,41","2,35","6,06","4,85","2,45","4,80",,"0,089","0,063",,,
08020624,Britzer Garten,Neukölln,Britz / Buckow,Britz,x,x,x,x,x,x,x,x,x,x,x,,x,x,,,
08020625,Handwerker-Siedlung,Neukölln,Britz / Buckow,Britz,"0,5149",134,3,"32,1","15,84","9,35","3,05","6,30","4,78","0,47","3,49",,"0,072","0,042",,,
08020726,Buckow West,Neukölln,Britz / Buckow,Buckow,"0,3688",163,3,"39,1","-4,72","8,45","2,51","5,94","5,17","0,49","2,17",,"0,066","0,029",,,
08020727,Buckow Mitte,Neukölln,Britz / Buckow,Buckow,"0,3991",157,3,"37,6","5,53","7,82","2,66","5,16","3,49","0,67","2,19",,"0,055","0,037",,,
08020728,Buckow Ost,Neukölln,Britz / Buckow,Buckow,"0,0188",219,4,"52,5","3,20","9,99","2,37","7,62","6,43","0,33","5,33",,"0,058","0,030",,,
08030829,Gropiusstadt Nord,Neukölln,Gropiusstadt,Gropiusstadt,"-0,9753",340,6,"81,5","2,71","14,47","2,66","11,81","8,65","0,96","5,08",,"0,074","0,041",,,
08030830,Gropiusstadt Süd,Neukölln,Gropiusstadt,Gropiusstadt,"-0,2781",263,5,"63,1","3,48","11,63","2,41","9,22","7,28","0,83","3,26",,"0,060","0,037",,,
08030831,Gropiusstadt Ost,Neukölln,Gropiusstadt,Gropiusstadt,"-0,9976",343,6,"82,3","-0,55","14,87","2,57","12,30","9,19","0,99","3,96",,"0,081","0,040",,,
08040932,Goldhähnchenweg,Neukölln,Buckow Nord / Rudow,Buckow Nord,"0,1626",196,4,"47,0","8,41","9,31","2,41","6,90","5,91","0,66","2,82",,"0,052","0,027",,,
08040933,Vogelviertel Süd,Neukölln,Buckow Nord / Rudow,Buckow Nord,"0,5925",124,3,"29,7","0,81","7,31","2,52","4,79","4,55","0,39","1,92",,"0,057","0,039",,,
08040934,Vogelviertel Nord,Neukölln,Buckow Nord / Rudow,Buckow Nord,"0,4666",142,3,"34,1","-1,05","8,25","2,44","5,81","3,67","0,46","1,65",,"0,062","0,034",,,
08041035,Blumenviertel,Neukölln,Buckow Nord / Rudow,Rudow,"1,2413",51,1,"12,2","5,54","5,13","2,29","2,84","2,02","0,14","0,94",,"0,057","0,029",,,
08041036,Zittauer Straße,Neukölln,Buckow Nord / Rudow,Rudow,"1,0625",73,2,"17,5","6,37","5,53","2,41","3,12","2,30","0,27","0,81",,"0,038","0,034",,,
08041037,Alt-Rudow,Neukölln,Buckow Nord / Rudow,Rudow,"0,7605",106,2,"25,4","-0,58","6,81","2,67","4,14","3,00","0,45","2,05",,"0,052","0,032",,,
08041038,Waßmannsdorfer Chaussee,Neukölln,Buckow Nord / Rudow,Rudow,"1,1570",58,1,"13,9","2,32","4,81","2,34","2,46","2,18","0,23","2,11",,"0,053","0,032",,,
08041039,Frauenviertel,Neukölln,Buckow Nord / Rudow,Rudow,"-0,4870",288,5,"69,1","3,52","10,27","2,63","7,64","5,45","1,08","1,61",,"0,073","0,072",,,
08041040,Waltersdorfer Chaussee Ost,Neukölln,Buckow Nord / Rudow,Rudow,"0,3402",170,3,"40,8","2,55","7,83","2,42","5,41","3,69","0,40","2,85",,"0,056","0,027",,,
09010101,Elsenstr.,Treptow-Köpenick,Treptow-Köpenick 1,Alt Treptow,"-0,3145",268,5,"64,3","1,23","12,31","2,58","9,73","2,87","0,64","2,97",,"0,076","0,035",,,
09010102,Am Treptower Park Nord,Treptow-Köpenick,Treptow-Köpenick 1,Alt Treptow,x,x,x,x,x,x,x,x,x,x,x,,x,x,,,
09010201,Am Treptower Park Süd,Treptow-Köpenick,Treptow-Köpenick 1,Plänterwald,"0,7473",109,2,"26,1","-0,78","7,04","2,09","4,95","1,77","0,36","0,98",,"0,057","0,034",,,
09010202,Köpenicker Landstraße,Treptow-Köpenick,Treptow-Köpenick 1,Plänterwald,"0,1848",193,4,"46,3","-3,89","11,01","2,75","8,27","3,88","0,71","1,40",,"0,079","0,032",,,
09010301,Baumschulenstraße,Treptow-Köpenick,Treptow-Köpenick 1,Baumschulenweg,"0,2931",175,3,"42,0","-3,14","9,91","2,38","7,53","3,15","0,64","1,12",,"0,072","0,027",,,
09010302,Späthsfelde,Treptow-Köpenick,Treptow-Köpenick 1,Baumschulenweg,"1,0250",74,2,"17,7","7,81","5,19","3,01","2,18","0,95","0,39","0,41",,"0,081","0,031",,,
09010401,Johannisthal West,Treptow-Köpenick,Treptow-Köpenick 1,Johannisthal,"0,8018",101,2,"24,2","-3,43","7,67","2,84","4,83","3,46","0,52","0,92",,"0,077","0,023",,,
09010402,Johannisthal Ost,Treptow-Köpenick,Treptow-Köpenick 1,Johannisthal,"0,5095",135,3,"32,4","8,33","8,26","2,81","5,46","2,27","0,63","1,66",,"0,061","0,044",,,
09020501,Oberschöneweide West,Treptow-Köpenick,Treptow-Köpenick 2,Oberschöneweide,"-1,1603",360,7,"86,3","-7,22","17,83","3,23","14,60","5,30","1,13","4,13",,"0,096","0,043",,,
09020502,Oberschöneweide Ost,Treptow-Köpenick,Treptow-Köpenick 2,Oberschöneweide,"-0,5388",292,5,"70,0","-6,06","13,32","2,55","10,77","3,80","0,73","2,89",,"0,093","0,050",,,
09020601,Schnellerstr,Treptow-Köpenick,Treptow-Köpenick 2,Niederschöneweide,"-0,6142",305,6,"73,1","-9,01","12,76","2,96","9,79","4,54","0,26","1,21",,"0,136","0,047",,,
09020602,Oberspree,Treptow-Köpenick,Treptow-Köpenick 2,Niederschöneweide,"1,1339",66,2,"15,8","0,70","5,53","2,33","3,20","1,14","0,19","0,28",,"0,056","0,020",,,
09020701,Adlershof West,Treptow-Köpenick,Treptow-Köpenick 2,Adlershof,x,x,x,x,x,x,x,x,x,x,x,,x,x,,,
09020702,Adlershof Ost,Treptow-Köpenick,Treptow-Köpenick 2,Adlershof,"0,3654",164,3,"39,3","-3,96","9,46","2,41","7,06","3,33","0,68","1,74",,"0,068","0,032",,,
09020801,Spindlersfeld,Treptow-Köpenick,Treptow-Köpenick 2,Kölln. Vorstadt / Spindlersfeld,"0,3483",168,3,"40,3","-4,07","9,05","2,18","6,86","2,80","1,13","1,66",,"0,098","0,032",,,
09020802,Kölln. Vorstadt,Treptow-Köpenick,Treptow-Köpenick 2,Kölln. Vorstadt / Spindlersfeld,"-0,3314",271,5,"65,0","0,82","12,15","2,69","9,46","4,24","0,70","2,30",,"0,077","0,044",,,
09030901,Dorf Altglienicke,Treptow-Köpenick,Treptow-Köpenick 3,Altglienicke,"1,1359",64,2,"15,3","3,95","5,34","2,79","2,55","0,72","0,25","0,58",,"0,047","0,030",,,
09030902,Wohngebiet II,Treptow-Köpenick,Treptow-Köpenick 3,Altglienicke,"-0,8393",324,6,"77,7","-1,34","15,07","2,78","12,28","4,07","0,70","4,46",,"0,100","0,040",,,
09030903,Kölner Viertel,Treptow-Köpenick,Treptow-Köpenick 3,Altglienicke,"-0,0323",224,4,"53,7","2,14","9,19","2,83","6,36","2,16","0,57","4,34",,"0,076","0,033",,,
09031001,Bohnsdorf,Treptow-Köpenick,Treptow-Köpenick 3,Bohnsdorf,"1,1447",62,2,"14,9","13,62","5,91","2,79","3,12","1,00","0,23","0,57",,"0,057","0,029",,,
09031101,Grünau,Treptow-Köpenick,Treptow-Köpenick 3,Grünau,"1,2825",49,1,"11,8","0,88","5,85","2,50","3,35","1,54","0,25","0,69",,"0,043","0,024",,,
09031201,Karolinenhof,Treptow-Köpenick,Treptow-Köpenick 3,Schmöckwitz / Karolinenhof / Rauchfangswerder,"1,4575",29,1,"7,0","7,32","3,89","2,32","1,57","0,00","0,17","0,49",,"0,010","0,038",,,
09031202,Schmöckw./Rauchf.-werder,Treptow-Köpenick,Treptow-Köpenick 3,Schmöckwitz / Karolinenhof / Rauchfangswerder,"1,5719",11,1,"2,6","6,74","4,99","2,25","2,74","1,53","0,20","0,63",,"0,042","0,021",,,
09041301,Kietzer Feld/Nachtheide,Treptow-Köpenick,Treptow-Köpenick 4,Köpenick-Süd,"0,7420",110,2,"26,4","1,40","8,54","3,17","5,37","2,27","0,43","0,95",,"0,059","0,026",,,
09041302,Wendenschloß,Treptow-Köpenick,Treptow-Köpenick 4,Köpenick-Süd,"1,5593",13,1,"3,1","15,22","4,24","2,21","2,04","0,00","0,27","0,00",,"0,056","0,035",,,
09041401,Allende I,Treptow-Köpenick,Treptow-Köpenick 4,Allende-Viertel,"0,5819",127,3,"30,5","-2,16","6,98","2,74","4,24","2,11","1,14","0,72",,"0,048","0,036",,,
09041402,Allende II,Treptow-Köpenick,Treptow-Köpenick 4,Allende-Viertel,"0,4006",155,3,"37,2","13,51","8,03","3,31","4,72","1,86","0,30","2,65",,"0,045","0,045",,,
09041501,Altstadt-Kietz,Treptow-Köpenick,Treptow-Köpenick 4,Altstadt-Kietz,"-0,5127",290,5,"69,5","-1,83","12,20","2,72","9,49","3,69","0,90","4,11",,"0,069","0,027",,,
09041601,Müggelheim,Treptow-Köpenick,Treptow-Köpenick 4,Müggelheim,"1,4688",26,1,"6,2","8,00","5,11","2,53","2,58","1,04","0,19","0,75",,"0,052","0,024",,,
09051701,Hirschgarten,Treptow-Köpenick,Treptow-Köpenick 5,Friedrichshagen,"1,1452",61,2,"14,6","0,86","6,82","2,61","4,21","0,00","0,50","1,47",,"0,027","0,024",,,
09051702,Bölschestraße,Treptow-Köpenick,Treptow-Köpenick 5,Friedrichshagen,"1,1353",65,2,"15,6","4,01","6,26","2,58","3,67","0,97","0,36","0,89",,"0,040","0,022",,,
09051801,Rahnsdorf/Hessenwinkel,Treptow-Köpenick,Treptow-Köpenick 5,Rahnsdorf / Hessenwinkel,"1,5032",19,1,"4,6","5,37","4,09","2,06","2,03","0,67","0,31","0,50",,"0,036","0,026",,,
09051901,Dammvorstadt,Treptow-Köpenick,Treptow-Köpenick 5,Dammvorstadt,"0,1615",197,4,"47,2","-4,00","9,73","2,63","7,10","3,48","0,45","1,77",,"0,065","0,048",,,
09052001,Köpenick-Nord,Treptow-Köpenick,Treptow-Köpenick 5,Köpenick -Nord,"0,9928",80,2,"19,2","8,02","7,66","2,79","4,86","1,45","0,48","0,93",,"0,063","0,029",,,
10010101,Marzahn-West,Marzahn-Hellersdorf,Marzahn,Marzahn-Nord,"-1,2922",369,7,"88,5","8,16","20,78","2,94","17,83","8,34","0,55","5,53",,"0,100","0,024",,,
10010102,Havemannstr.,Marzahn-Hellersdorf,Marzahn,Marzahn-Nord,"-1,6491",386,7,"92,6","1,05","20,08","3,39","16,68","8,49","0,56","9,79",,"0,089","0,044",,,
10010203,Gewerbegeb. Bitterfelder Str.,Marzahn-Hellersdorf,Marzahn,Marzahn-Mitte,x,x,x,x,x,x,x,x,x,x,x,,x,x,,,
10010204,Wuhletalstr.,Marzahn-Hellersdorf,Marzahn,Marzahn-Mitte,"-1,2696",368,7,"88,2","1,50","19,51","4,00","15,51","6,59","0,49","5,70",,"0,071","0,031",,,
10010205,Marzahn-Ost,Marzahn-Hellersdorf,Marzahn,Marzahn-Mitte,"-1,0520",356,6,"85,4","-8,50","17,29","3,90","13,39","8,06","0,42","3,98",,"0,080","0,030",,,
10010206,Ringkolonnaden,Marzahn-Hellersdorf,Marzahn,Marzahn-Mitte,"-1,0104",348,6,"83,5","-4,86","17,18","3,92","13,25","7,47","0,63","3,47",,"0,076","0,036",,,
10010207,Marzahner Promenade,Marzahn-Hellersdorf,Marzahn,Marzahn-Mitte,"-0,6920",312,6,"74,8","7,22","14,83","3,88","10,95","7,82","0,82","2,81",,"0,067","0,054",,,
10010308,Marzahner Chaussee,Marzahn-Hellersdorf,Marzahn,Marzahn-Süd,"1,2216",53,1,"12,7","2,50","6,59","3,16","3,43","3,30","0,00","0,54",,"0,029","0,027",,,
10010309,Springpfuhl,Marzahn-Hellersdorf,Marzahn,Marzahn-Süd,"-0,6087",304,6,"72,9","1,87","14,73","3,47","11,26","5,85","0,85","2,17",,"0,071","0,039",,,
10010310,Alt-Marzahn,Marzahn-Hellersdorf,Marzahn,Marzahn-Süd,"-0,1644",248,5,"59,5","2,93","12,61","3,74","8,87","4,82","0,61","2,08",,"0,056","0,023",,,
10010311,Landsberger Tor,Marzahn-Hellersdorf,Marzahn,Marzahn-Süd,"0,0454",215,4,"51,6","17,76","9,44","2,79","6,65","3,68","0,89","1,98",,"0,112","0,028",,,
10020412,Alte Hellersdorfer Straße,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Nord,"-2,1999",412,7,"98,8","-0,44","22,61","3,51","19,10","8,32","1,00","7,16",,"0,098","0,056",,,
10020413,Gut Hellersdorf,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Nord,"-1,0269",351,6,"84,2","-2,10","18,09","3,61","14,47","7,14","0,66","3,77",,"0,095","0,038",,,
10020414,Helle Mitte,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Nord,"-2,0070",404,7,"96,9","6,40","25,47","2,43","23,03","8,31","0,70","9,91",,"0,068","0,045",,,
10020415,Hellersdorfer Promenade,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Nord,"-1,3770",374,7,"89,7","-1,61","20,83","3,38","17,45","6,27","0,75","4,70",,"0,067","0,051",,,
10020416,Böhlener Str.,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Nord,"-1,5877",384,7,"92,1","-0,38","19,91","3,62","16,29","7,58","0,93","2,12",,"0,136","0,031",,,
10020517,Adele-Sandrock-Str.,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Ost,"0,0392",217,4,"52,0","-0,35","11,40","3,59","7,81","3,67","0,61","2,16",,"0,113","0,029",,,
10020518,Schleipfuhl,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Ost,"-0,9791",341,6,"81,8","8,87","16,86","3,18","13,68","5,28","0,36","2,96",,"0,104","0,039",,,
10020519,Boulevard Kastanienallee,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Ost,"-1,4496",377,7,"90,4","5,11","20,74","2,72","18,02","8,72","0,79","5,14",,"0,102","0,028",,,
10020620,Kaulsdorf-Nord II,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Süd,"-0,5280",291,5,"69,8","-7,41","15,52","3,00","12,52","6,08","0,92","5,73",,"0,078","0,035",,,
10020621,Gelbes Viertel,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Süd,"-1,5038",378,7,"90,6","-4,34","18,07","3,56","14,51","6,82","0,76","5,88",,"0,081","0,059",,,
10020622,Kaulsdorf-Nord I,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Süd,"-0,3412",272,5,"65,2","1,41","13,29","3,73","9,55","4,39","0,40","2,68",,"0,061","0,041",,,
10020623,Rotes Viertel,Marzahn-Hellersdorf,Hellersdorf,Hellersdorf-Süd,"-0,0581",230,4,"55,2","0,49","12,14","3,80","8,35","3,20","0,44","2,41",,"0,071","0,039",,,
10030724,Oberfeldstr.,Marzahn-Hellersdorf,Biesdorf,Biesdorf,"1,4979",21,1,"5,0","6,28","3,68","2,22","1,46","0,62","0,21","0,34",,"0,047","0,036",,,
10030725,Buckower Ring,Marzahn-Hellersdorf,Biesdorf,Biesdorf,"-0,3709",275,5,"65,9","-8,42","13,89","3,24","10,65","5,89","0,95","4,46",,"0,076","0,034",,,
10030726,Alt-Biesdorf,Marzahn-Hellersdorf,Biesdorf,Biesdorf,"1,1091",68,2,"16,3","3,66","5,01","2,28","2,73","1,04","0,67","0,49",,"0,102","0,039",,,
10030727,Biesdorf-Süd,Marzahn-Hellersdorf,Biesdorf,Biesdorf,"1,4798",23,1,"5,5","8,57","4,27","2,56","1,71","0,60","0,14","0,32",,"0,034","0,018",,,
10040828,Kaulsdorf-Nord,Marzahn-Hellersdorf,Kaulsdorf,Kaulsdorf,"1,1199",67,2,"16,1","8,99","6,34","2,60","3,75","1,97","0,30","0,30",,"0,068","0,035",,,
10040829,Alt-Kaulsdorf,Marzahn-Hellersdorf,Kaulsdorf,Kaulsdorf,"1,0822",71,2,"17,0","7,05","6,34","2,69","3,65","2,05","0,08","0,81",,"0,048","0,032",,,
10040830,Kaulsdorf-Süd,Marzahn-Hellersdorf,Kaulsdorf,Kaulsdorf,"1,2906",47,1,"11,3","8,85","5,19","2,84","2,36","1,04","0,21","0,65",,"0,045","0,030",,,
10040931,Mahlsdorf-Nord,Marzahn-Hellersdorf,Mahlsdorf,Mahlsdorf,"1,3753",39,1,"9,4","4,56","4,57","2,40","2,17","0,49","0,41","0,69",,"0,039","0,020",,,
10040932,Alt-Mahlsdorf,Marzahn-Hellersdorf,Mahlsdorf,Mahlsdorf,"1,0964",69,2,"16,5","5,71","5,79","2,36","3,43","1,41","0,37","0,16",,"0,042","0,032",,,
10040933,Mahlsdorf-Süd,Marzahn-Hellersdorf,Mahlsdorf,Mahlsdorf,"1,3615",42,1,"10,1","9,88","4,72","2,66","2,06","0,80","0,17","0,22",,"0,042","0,020",,,
11010101,Dorf Malchow,Lichtenberg,Hohenschönhausen-Nord,"Malchow, Wartenberg",x,x,x,x,x,x,x,x,x,x,x,,x,x,,,
11010102,Dorf Wartenberg,Lichtenberg,Hohenschönhausen-Nord,"Malchow, Wartenberg","1,4419",32,1,"7,7","12,00","4,53","2,78","1,75","0,87","0,22","0,00",,"0,058","0,035",,,
11010103,Dorf Falkenberg,Lichtenberg,Hohenschönhausen-Nord,"Malchow, Wartenberg",x,x,x,x,x,x,x,x,x,x,x,,x,x,,,
11010204,Falkenberg Ost,Lichtenberg,Hohenschönhausen-Nord,Neu-Hohenschönhausen Nord,"-0,9425",337,6,"80,8","1,58","16,68","3,07","13,61","6,35","0,63","5,10",,"0,075","0,037",,,
11010205,Falkenberg West,Lichtenberg,Hohenschönhausen-Nord,Neu-Hohenschönhausen Nord,"-0,9047",335,6,"80,3","-1,61","15,10","3,09","12,01","5,80","0,59","4,13",,"0,065","0,056",,,
11010206,Wartenberg Süd,Lichtenberg,Hohenschönhausen-Nord,Neu-Hohenschönhausen Nord,"-0,7012",314,6,"75,3","-1,18","14,81","3,02","11,79","5,00","0,57","3,46",,"0,078","0,046",,,
11010207,Wartenberg Nord,Lichtenberg,Hohenschönhausen-Nord,Neu-Hohenschönhausen Nord,"-0,8867",331,6,"79,4","-6,84","14,57","3,22","11,35","5,78","0,70","4,07",,"0,100","0,050",,,
11010308,Zingster Straße Ost,Lichtenberg,Hohenschönhausen-Nord,Neu-Hohenschönhausen Süd,"-0,4583",285,5,"68,3","5,28","13,74","3,61","10,13","5,12","0,49","2,62",,"0,052","0,039",,,
11010309,Zingster Straße West,Lichtenberg,Hohenschönhausen-Nord,Neu-Hohenschönhausen Süd,"-1,0370",354,6,"84,9","0,41","16,12","3,29","12,84","7,92","0,81","2,65",,"0,076","0,044",,,
11010310,Mühlengrund,Lichtenberg,Hohenschönhausen-Nord,Neu-Hohenschönhausen Süd,"-0,1606",245,5,"58,8","1,24","11,95","3,95","8,00","5,20","0,57","1,86",,"0,048","0,037",,,
11020411,Malchower Weg,Lichtenberg,Hohenschönhausen-Süd,Alt-Hohenschönhausen Nord,"1,0133",77,2,"18,5","-3,46","5,92","2,42","3,50","1,67","0,25","0,64",,"0,062","0,020",,,
11020412,Hauptstraße,Lichtenberg,Hohenschönhausen-Süd,Alt-Hohenschönhausen Nord,"-0,3221",270,5,"64,7","9,26","11,74","3,17","8,57","4,24","1,78","2,49",,"0,094","0,032",,,
11020513,Orankesee,Lichtenberg,Hohenschönhausen-Süd,Alt-Hohenschönhausen Süd,"1,2161",54,1,"12,9","0,70","4,58","2,67","1,91","0,74","0,27","0,17",,"0,062","0,025",,,
11020514,Große-Leege-Straße,Lichtenberg,Hohenschönhausen-Süd,Alt-Hohenschönhausen Süd,"0,2835",178,3,"42,7","-1,19","10,13","2,41","7,71","5,03","0,59","1,62",,"0,064","0,036",,,
11020515,Landsberger Allee,Lichtenberg,Hohenschönhausen-Süd,Alt-Hohenschönhausen Süd,"-0,4187",279,5,"66,9","1,33","13,06","3,40","9,66","6,18","0,55","2,09",,"0,068","0,043",,,
11020516,Weiße Taube,Lichtenberg,Hohenschönhausen-Süd,Alt-Hohenschönhausen Süd,"0,7023",113,2,"27,1","-5,94","6,97","2,86","4,11","1,16","0,39","0,61",,"0,044","0,020",,,
11030617,Hohenschönhausener Str.,Lichtenberg,Lichtenberg Nord,Fennpfuhl,"-0,8812",328,6,"78,7","-9,58","14,66","2,91","11,75","8,06","0,68","1,90",,"0,091","0,033",,,
11030618,Fennpfuhl West,Lichtenberg,Lichtenberg Nord,Fennpfuhl,"-0,0609",231,4,"55,4","4,21","11,78","3,21","8,57","3,98","0,66","2,20",,"0,065","0,038",,,
11030619,Fennpfuhl Ost,Lichtenberg,Lichtenberg Nord,Fennpfuhl,"-0,4754",287,5,"68,8","8,27","13,47","2,54","10,93","8,09","0,90","2,41",,"0,073","0,044",,,
11030720,Herzbergstraße,Lichtenberg,Lichtenberg Nord,Alt-Lichtenberg,"0,3834",161,3,"38,6","-7,00","6,28","0,92","5,36","3,17","0,48","3,14",,"0,019","0,036",,,
11030721,Rüdigerstraße,Lichtenberg,Lichtenberg Nord,Alt-Lichtenberg,"-0,2939",266,5,"63,8","2,65","13,03","2,50","10,53","5,82","0,71","2,08",,"0,092","0,036",,,
11030824,Frankfurter Allee Süd,Lichtenberg,Lichtenberg Nord,Frankfurter Allee Süd,"-0,4257",282,5,"67,6","2,48","12,42","2,78","9,64","4,16","0,55","1,90",,"0,072","0,042",,,
11040925,Victoriastadt,Lichtenberg,Lichtenberg Mitte,Neu Lichtenberg,"-0,9100",336,6,"80,6","-4,05","13,81","2,31","11,50","5,88","0,57","9,30",,"0,105","0,050",,,
11040926,Weitlingstraße,Lichtenberg,Lichtenberg Mitte,Neu Lichtenberg,"-0,5666",298,5,"71,5","-3,15","14,20","2,97","11,23","6,95","0,57","2,54",,"0,074","0,039",,,
11041022,Rosenfelder Ring,Lichtenberg,Lichtenberg Mitte,Friedrichsfelde Nord,"-0,8629",327,6,"78,4","1,14","16,49","3,16","13,33","7,97","1,35","2,07",,"0,117","0,032",,,
11041023,Gensinger Straße,Lichtenberg,Lichtenberg Mitte,Friedrichsfelde Nord,"-0,6614",308,6,"73,9","-1,47","15,10","2,75","12,36","7,15","0,64","3,77",,"0,057","0,026",,,
11041027,Tierpark,Lichtenberg,Lichtenberg Mitte,Friedrichsfelde Nord,"-0,8840",329,6,"78,9","0,00","17,91","3,03","14,88","9,44","0,43","3,84",,"0,090","0,025",,,
11041128,Sewanstraße,Lichtenberg,Lichtenberg Mitte,Friedrichsfelde Süd,"0,0908",208,4,"49,9","0,69","11,00","2,69","8,31","4,72","0,65","1,51",,"0,059","0,036",,,
11051229,Rummelsburg,Lichtenberg,Lichtenberg Süd,Rummelsburger Bucht,"0,0510",213,4,"51,1","13,75","10,47","2,12","8,34","8,22","0,56","0,55",,"0,109","0,040",,,
11051330,Karlhorst West,Lichtenberg,Lichtenberg Süd,Karlshorst,"0,6525",120,3,"28,8","-1,28","7,59","2,08","5,51","2,31","0,34","2,52",,"0,063","0,032",,,
11051331,Karlshorst Nord,Lichtenberg,Lichtenberg Süd,Karlshorst,"0,9004",91,2,"21,8","2,71","6,43","2,18","4,25","2,68","0,20","0,84",,"0,059","0,029",,,
11051332,Karlshorst Süd,Lichtenberg,Lichtenberg Süd,Karlshorst,"0,9122",90,2,"21,6","2,84","6,88","2,36","4,51","2,99","0,23","1,46",,"0,062","0,022",,,
12103115,Breitkopfbecken,Reinickendorf,Reinickendorf-Ost,Ost,"-1,0037",344,6,"82,5","-11,33","14,15","2,46","11,69","8,70","1,59","5,71",,"0,090","0,044",,,
12103116,Hausotterplatz,Reinickendorf,Reinickendorf-Ost,Ost,"-0,9535",338,6,"81,1","-1,24","14,70","2,66","12,04","7,75","1,01","4,76",,"0,099","0,039",,,
12103117,Letteplatz,Reinickendorf,Reinickendorf-Ost,Ost,"-1,1754",362,7,"86,8","-2,62","15,55","2,73","12,83","10,55","1,07","4,83",,"0,095","0,048",,,
